net,layer_name,arch_target,glb_scale,pe_x_scale,pe_y_scale,tp_degree,compute_cycles
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,9,3,2,2,135
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,9,3,3,1,192
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,9,3,3,2,135
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,9,3,4,1,192
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,9,3,4,2,135
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,9,4,1,1,256
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,9,4,1,2,128
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,9,4,2,1,128
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,9,4,2,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,9,4,3,1,128
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,9,4,3,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,9,4,4,1,128
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,9,4,4,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,16,1,1,1,1024
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,16,1,1,2,512
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,16,1,2,1,512
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,16,1,2,2,256
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,16,1,3,1,512
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,16,1,3,2,256
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,16,1,4,1,512
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,16,1,4,2,256
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,16,2,1,1,512
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,16,2,1,2,256
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,16,2,2,1,256
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,16,2,2,2,128
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,16,2,3,1,256
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,16,2,3,2,128
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,16,2,4,1,256
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,16,2,4,2,128
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,16,3,1,1,384
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,16,3,1,2,192
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,16,3,2,1,192
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,16,3,2,2,135
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,16,3,3,1,192
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,16,3,3,2,135
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,16,3,4,1,192
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,16,3,4,2,135
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,16,4,1,1,256
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,16,4,1,2,128
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,16,4,2,1,128
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,16,4,2,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,16,4,3,1,128
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,16,4,3,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,16,4,4,1,128
llama3.1_70b_decode_kv512,layer0_attn_qk,eyeriss_like,16,4,4,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,1,1,1,1,1024
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,1,1,1,2,512
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,1,1,2,1,512
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,1,1,2,2,256
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,1,1,3,1,512
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,1,1,3,2,256
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,1,1,4,1,512
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,1,1,4,2,256
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,1,2,1,1,512
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,1,2,1,2,256
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,1,2,2,1,256
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,1,2,2,2,128
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,1,2,3,1,256
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,1,2,3,2,128
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,1,2,4,1,256
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,1,2,4,2,128
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,1,3,1,1,384
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,1,3,1,2,192
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,1,3,2,1,193
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,1,3,2,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,1,3,3,1,193
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,1,3,3,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,1,3,4,1,193
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,1,3,4,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,1,4,1,1,256
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,1,4,1,2,128
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,1,4,2,1,192
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,1,4,2,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,1,4,3,1,192
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,1,4,3,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,1,4,4,1,192
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,1,4,4,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,4,1,1,1,1024
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,4,1,1,2,512
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,4,1,2,1,512
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,4,1,2,2,256
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,4,1,3,1,512
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,4,1,3,2,256
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,4,1,4,1,512
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,4,1,4,2,256
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,4,2,1,1,512
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,4,2,1,2,256
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,4,2,2,1,256
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,4,2,2,2,128
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,4,2,3,1,256
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,4,2,3,2,128
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,4,2,4,1,256
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,4,2,4,2,128
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,4,3,1,1,384
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,4,3,1,2,192
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,4,3,2,1,192
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,4,3,2,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,4,3,3,1,192
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,4,3,3,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,4,3,4,1,192
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,4,3,4,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,4,4,1,1,256
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,4,4,1,2,128
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,4,4,2,1,128
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,4,4,2,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,4,4,3,1,128
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,4,4,3,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,4,4,4,1,128
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,4,4,4,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,9,1,1,1,1024
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,9,1,1,2,512
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,9,1,2,1,512
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,9,1,2,2,256
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,9,1,3,1,512
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,9,1,3,2,256
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,9,1,4,1,512
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,9,1,4,2,256
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,9,2,1,1,512
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,9,2,1,2,256
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,9,2,2,1,256
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,9,2,2,2,128
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,9,2,3,1,256
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,9,2,3,2,128
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,9,2,4,1,256
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,9,2,4,2,128
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,9,3,1,1,384
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,9,3,1,2,192
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,9,3,2,1,192
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,9,3,2,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,9,3,3,1,192
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,9,3,3,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,9,3,4,1,192
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,9,3,4,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,9,4,1,1,256
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,9,4,1,2,128
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,9,4,2,1,128
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,9,4,2,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,9,4,3,1,128
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,9,4,3,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,9,4,4,1,128
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,9,4,4,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,16,1,1,1,1024
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,16,1,1,2,512
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,16,1,2,1,512
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,16,1,2,2,256
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,16,1,3,1,512
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,16,1,3,2,256
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,16,1,4,1,512
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,16,1,4,2,256
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,16,2,1,1,512
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,16,2,1,2,256
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,16,2,2,1,256
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,16,2,2,2,128
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,16,2,3,1,256
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,16,2,3,2,128
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,16,2,4,1,256
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,16,2,4,2,128
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,16,3,1,1,384
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,16,3,1,2,192
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,16,3,2,1,192
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,16,3,2,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,16,3,3,1,192
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,16,3,3,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,16,3,4,1,192
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,16,3,4,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,16,4,1,1,256
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,16,4,1,2,128
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,16,4,2,1,128
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,16,4,2,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,16,4,3,1,128
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,16,4,3,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,16,4,4,1,128
llama3.1_70b_decode_kv512,layer0_attn_qk,gemmini_like,16,4,4,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,1,1,1,1,1024
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,1,1,1,2,512
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,1,1,2,1,512
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,1,1,2,2,256
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,1,1,3,1,384
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,1,1,3,2,192
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,1,1,4,1,256
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,1,1,4,2,128
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,1,2,1,1,512
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,1,2,1,2,256
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,1,2,2,1,256
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,1,2,2,2,128
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,1,2,3,1,224
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,1,2,3,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,1,2,4,1,192
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,1,2,4,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,1,3,1,1,512
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,1,3,1,2,256
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,1,3,2,1,256
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,1,3,2,2,128
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,1,3,3,1,224
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,1,3,3,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,1,3,4,1,192
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,1,3,4,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,1,4,1,1,512
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,1,4,1,2,256
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,1,4,2,1,256
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,1,4,2,2,128
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,1,4,3,1,224
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,1,4,3,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,1,4,4,1,192
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,1,4,4,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,4,1,1,1,1024
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,4,1,1,2,512
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,4,1,2,1,512
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,4,1,2,2,256
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,4,1,3,1,384
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,4,1,3,2,192
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,4,1,4,1,256
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,4,1,4,2,128
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,4,2,1,1,512
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,4,2,1,2,256
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,4,2,2,1,256
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,4,2,2,2,128
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,4,2,3,1,192
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,4,2,3,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,4,2,4,1,128
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,4,2,4,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,4,3,1,1,512
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,4,3,1,2,256
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,4,3,2,1,256
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,4,3,2,2,128
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,4,3,3,1,192
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,4,3,3,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,4,3,4,1,128
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,4,3,4,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,4,4,1,1,512
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,4,4,1,2,256
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,4,4,2,1,256
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,4,4,2,2,128
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,4,4,3,1,192
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,4,4,3,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,4,4,4,1,128
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,4,4,4,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,9,1,1,1,1024
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,9,1,1,2,512
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,9,1,2,1,512
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,9,1,2,2,256
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,9,1,3,1,384
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,9,1,3,2,192
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,9,1,4,1,256
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,9,1,4,2,128
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,9,2,1,1,512
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,9,2,1,2,256
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,9,2,2,1,256
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,9,2,2,2,128
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,9,2,3,1,192
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,9,2,3,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,9,2,4,1,128
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,9,2,4,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,9,3,1,1,512
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,9,3,1,2,256
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,9,3,2,1,256
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,9,3,2,2,128
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,9,3,3,1,192
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,9,3,3,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,9,3,4,1,128
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,9,3,4,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,9,4,1,1,512
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,9,4,1,2,256
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,9,4,2,1,256
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,9,4,2,2,128
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,9,4,3,1,192
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,9,4,3,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,9,4,4,1,128
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,9,4,4,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,16,1,1,1,1024
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,16,1,1,2,512
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,16,1,2,1,512
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,16,1,2,2,256
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,16,1,3,1,384
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,16,1,3,2,192
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,16,1,4,1,256
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,16,1,4,2,128
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,16,2,1,1,512
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,16,2,1,2,256
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,16,2,2,1,256
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,16,2,2,2,128
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,16,2,3,1,192
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,16,2,3,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,16,2,4,1,128
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,16,2,4,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,16,3,1,1,512
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,16,3,1,2,256
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,16,3,2,1,256
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,16,3,2,2,128
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,16,3,3,1,192
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,16,3,3,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,16,3,4,1,128
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,16,3,4,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,16,4,1,1,512
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,16,4,1,2,256
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,16,4,2,1,256
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,16,4,2,2,128
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,16,4,3,1,192
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,16,4,3,2,120
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,16,4,4,1,128
llama3.1_70b_decode_kv512,layer0_attn_qk,simba_like,16,4,4,2,120
llama3.1_70b_decode_kv512,layer0_attn_v,eyeriss_like,1,1,1,1,1024
llama3.1_70b_decode_kv512,layer0_attn_v,eyeriss_like,1,1,1,2,512
llama3.1_70b_decode_kv512,layer0_attn_v,eyeriss_like,1,1,2,1,512
llama3.1_70b_decode_kv512,layer0_attn_v,eyeriss_like,1,1,2,2,256
llama3.1_70b_decode_kv512,layer0_attn_v,eyeriss_like,1,1,3,1,384
llama3.1_70b_decode_kv512,layer0_attn_v,eyeriss_like,1,1,3,2,192
llama3.1_70b_decode_kv512,layer0_attn_v,eyeriss_like,1,1,4,1,288
llama3.1_70b_decode_kv512,layer0_attn_v,eyeriss_like,1,1,4,2,144
llama3.1_70b_decode_kv512,layer0_attn_v,eyeriss_like,1,2,1,1,512
llama3.1_70b_decode_kv512,layer0_attn_v,eyeriss_like,1,2,1,2,256
llama3.1_70b_decode_kv512,layer0_attn_v,eyeriss_like,1,2,2,1,288
llama3.1_70b_decode_kv512,layer0_attn_v,eyeriss_like,1,2,2,2,144
llama3.1_70b_decode_kv512,layer0_attn_v,eyeriss_like,1,2,3,1,289
llama3.1_70b_decode_kv512,layer0_attn_v,eyeriss_like,1,2,3,2,145
llama3.1_70b_decode_kv512,layer0_attn_v,eyeriss_like,1,2,4,1,288
llama3.1_70b_decode_kv512,layer0_attn_v,eyeriss_like,1,2,4,2,144
llama3.1_70b_decode_kv512,layer0_attn_v,eyeriss_like,1,3,1,1,512
llama3.1_70b_decode_kv512,layer0_attn_v,eyeriss_like,1,3,1,2,256
llama3.1_70b_decode_kv512,layer0_attn_v,eyeriss_like,1,3,2,1,288
llama3.1_70b_decode_kv512,layer0_attn_v,eyeriss_like,1,3,2,2,144
llama3.1_70b_decode_kv512,layer0_attn_v,eyeriss_like,1,3,3,1,289
llama3.1_70b_decode_kv512,layer0_attn_v,eyeriss_like,1,3,3,2,145
llama3.1_70b_decode_kv512,layer0_attn_v,eyeriss_like,1,3,4,1,288
llama3.1_70b_decode_kv512,layer0_attn_v,eyeriss_like,1,3,4,2,144
llama3.1_70b_decode_kv512,layer0_attn_v,eyeriss_like,1,4,1,1,512
llama3.1_70b_decode_kv512,layer0_attn_v,eyeriss_like,1,4,1,2,256
llama3.1_70b_decode_kv512,layer0_attn_v,eyeriss_like,1,4,2,1,288
llama3.1_70b_decode_kv512,layer0_attn_v,eyeriss_like,1,4,2,2,144
